Year,Brand,Model,driven ,owners,fuel,prices,car type
2019,Maruti,Swift,21693,1,PETROL,537000,Hatchback
2013,Toyota,Etios,77156,1,PETROL,264000,Hatchback
2019,Renault,Kwid,20053,1,PETROL,349000,Hatchback
2019,Renault,Kwid,42751,1,PETROL,343000,Hatchback
2019,Maruti,Swift,49661,1,PETROL,532000,Hatchback
2016,Maruti,Celerio,65851,1,PETROL,390000,Hatchback
2019,Maruti,ALTO,31708,1,CNG,386000,Hatchback
2012,Maruti,Swift,52784,1,PETROL,305000,Hatchback
2018,Maruti,Wagon,63580,2,CNG,423000,Hatchback
2020,Maruti,S,17545,1,PETROL,396000,Hatchback
2015,HYUNDAI,ELITE,72227,1,PETROL,480000,Hatchback
2014,Maruti,ALTO,21670,1,PETROL,260000,Hatchback
2017,Maruti,Wagon,31298,1,PETROL,387000,Hatchback
2018,Maruti,Celerio,62538,1,CNG,444000,Hatchback
2021,Maruti,New,11646,1,CNG,603000,Hatchback
2015,Maruti,ALTO,58475,1,PETROL,268000,Hatchback
2017,Maruti,Swift,45297,1,PETROL,443000,Hatchback
2011,Hyundai,Santro,49420,1,PETROL,197000,Hatchback
2018,Maruti,Alto,78858,1,CNG,322000,Hatchback
2021,HYUNDAI,GRAND,29063,1,CNG,691000,Hatchback
2019,Renault,Kwid,9323,2,PETROL,344700,Hatchback
2019,Maruti,Alto,56896,1,CNG,402000,Hatchback
2019,Maruti,New,53118,1,CNG,504000,Hatchback
2020,Hyundai,NEW,39364,1,PETROL,443000,Hatchback
2021,Maruti,ALTO,28914,1,CNG,471000,Hatchback
2022,Maruti,SWIFT,2367,1,PETROL,739000,Hatchback
2019,Renault,Kwid,26678,1,PETROL,374000,Hatchback
2013,HYUNDAI,SANTRO,61308,1,PETROL,226000,Hatchback
2011,Maruti,SWIFT,80296,2,CNG,268000,Hatchback
2019,Maruti,IGNIS,27641,1,PETROL,490000,Hatchback
2022,Maruti,ALTO,29930,1,PETROL,358000,Hatchback
2020,Maruti,New,61785,1,CNG,552000,Hatchback
2012,Maruti,Swift,85713,1,PETROL,294000,Hatchback
2016,Datsun,Redi,41932,2,PETROL,182000,Hatchback
2020,Maruti,BALENO,60810,1,CNG,653000,Hatchback
2021,Maruti,ALTO,18471,1,CNG,454000,Hatchback
2016,Maruti,Wagon,59801,2,CNG,312000,Hatchback
2017,Honda,Jazz,45391,1,PETROL,655000,Hatchback
2013,Maruti,A,59542,1,PETROL,245000,Hatchback
2018,Hyundai,Grand,22564,1,PETROL,509000,Hatchback
2020,Maruti,S,51085,1,CNG,532000,Hatchback
2022,HYUNDAI,NEW,6720,1,PETROL,710000,Hatchback
2018,Maruti,Swift,52224,2,PETROL,640000,Hatchback
2020,Maruti,New,23981,2,PETROL,547000,Hatchback
2019,Maruti,New,21779,1,CNG,610000,Hatchback
2019,Hyundai,NEW,34207,1,CNG,566000,Hatchback
2016,Honda,Jazz,63471,1,PETROL,462000,Hatchback
2017,Maruti,Swift,18939,1,PETROL,466000,Hatchback
2019,Maruti,Baleno,36080,2,PETROL,549000,Hatchback
2015,Honda,CRV,79890,2,PETROL,971000,luxury SUV
2019,Jeep,Compass,23690,1,PETROL,1814000,luxury SUV
2018,VOLKSWAGEN,TIGUAN,68377,1,DIESEL,1915000,luxury SUV
2018,VOLKSWAGEN,TIGUAN,75468,1,DIESEL,1797000,luxury SUV
2018,VOLKSWAGEN,TIGUAN,88907,1,DIESEL,1988000,luxury SUV
2017,TOYOTA,COROLLA,45060,2,PETROL,1083000,luxury Sedan
2010,Toyota,Corolla,45685,1,PETROL,294000,luxury Sedan
2015,Toyota,Corolla,100530,1,PETROL,775000,luxury Sedan
2017,TOYOTA,COROLLA,75836,1,PETROL,1130000,luxury Sedan
2012,TOYOTA,COROLLA,91323,2,PETROL,451000,luxury Sedan
2018,Toyota,Corolla,66349,1,PETROL,1355000,luxury Sedan
2016,Toyota,Corolla,88365,1,PETROL,900000,luxury Sedan
2011,Toyota,COROLLA,66466,2,PETROL,392000,luxury Sedan
2020,MG,HECTOR,77611,1,DIESEL,1502000,SUV
2021,Nissan,MAGNITE,2042,1,PETROL,659000,SUV
2018,Tata,Hexa,79976,1,DIESEL,780000,SUV
2021,MAHINDRA,THAR,5809,1,PETROL,1437000,SUV
2016,Maruti,Vitara,48956,1,DIESEL,644000,SUV
2020,KIA,SELTOS,39000,1,PETROL,1021000,SUV
2016,Nissan,Terrano,29893,1,DIESEL,644000,SUV
2016,HYUNDAI,CRETA,68324,1,DIESEL,820000,SUV
2015,Renault,Duster,97735,1,DIESEL,405000,SUV
2012,Toyota,Innova,80838,1,DIESEL,601000,SUV
2019,MAHINDRA,XUV500,65118,1,DIESEL,1221000,SUV
2019,HYUNDAI,VENUE,61449,1,DIESEL,815000,SUV
2021,Toyota,URBAN,29071,2,PETROL,999000,SUV
2020,Tata,Harrier,25072,1,DIESEL,1756000,SUV
2021,TATA,NEXON,32324,1,DIESEL,960000,SUV
2018,Honda,BR-V,38727,1,DIESEL,740000,SUV
2020,KIA,SELTOS,74943,1,DIESEL,1612000,SUV
2018,Hyundai,Creta,40969,2,DIESEL,1110000,SUV
2019,Hyundai,Creta,88561,1,DIESEL,1048000,SUV
2017,Tata,NEXON,49994,1,PETROL,612000,SUV
2020,Maruti,Vitara,52055,1,PETROL,892000,SUV
2021,KIA,SELTOS,55767,1,PETROL,1011000,SUV
2016,Hyundai,Creta,93285,1,DIESEL,858000,SUV
2015,FORD,ECOSPORT,98907,1,PETROL,539000,SUV
2015,Hyundai,Creta,82997,2,DIESEL,714000,SUV
2016,Maruti,Vitara,79819,2,DIESEL,637000,SUV
2020,Ford,Ecosport,62397,1,DIESEL,824000,SUV
2020,HYUNDAI,CRETA,33827,1,PETROL,1131000,SUV
2018,Maruti,Vitara,57544,1,DIESEL,804000,SUV
2015,Renault,Duster,92145,1,DIESEL,414000,SUV
2016,Renault,Duster,54475,1,DIESEL,562000,SUV
2021,Renault,TRIBER,12549,1,PETROL,803000,SUV
2020,Ford,Ecosport,74461,1,DIESEL,875000,SUV
2020,KIA,SELTOS,21595,1,PETROL,1518000,SUV
2017,Maruti,Vitara,58616,1,DIESEL,800000,SUV
2018,Maruti,VITARA,44719,1,DIESEL,886000,SUV
2021,KIA,SELTOS,15463,1,PETROL,1264000,SUV
2017,Maruti,VITARA,57708,2,DIESEL,603000,SUV
2016,Renault,Duster,100583,1,DIESEL,570000,SUV
2017,Honda,WR-V,30537,1,PETROL,697000,SUV
2018,Hyundai,Creta,38650,1,DIESEL,1166000,SUV
2016,Maruti,Vitara,66671,1,DIESEL,610000,SUV
2022,Skoda,KUSHAQ,25888,1,PETROL,1284000,SUV
2015,Renault,Duster,85568,1,DIESEL,433000,SUV
2021,Maruti,XL6,36496,1,PETROL,1068000,SUV
2021,Maruti,Vitara,34383,1,PETROL,913000,SUV
2016,Hyundai,Creta,41283,1,DIESEL,894000,SUV
2020,Maruti,S,5647,1,PETROL,967000,SUV
2020,KIA,SONET,14537,1,PETROL,1080000,SUV
2020,Maruti,VITARA,17399,1,PETROL,971000,SUV
2020,KIA,SELTOS,24339,2,PETROL,1193000,SUV
2020,Maruti,Vitara,89734,1,PETROL,749000,SUV
2021,KIA,SONET,22542,1,PETROL,1141000,SUV
2021,Renault,TRIBER,24236,1,PETROL,775000,SUV
2016,Maruti,Vitara,92380,1,DIESEL,760000,SUV
2020,HYUNDAI,VENUE,62693,1,DIESEL,983000,SUV
2021,TATA,NEXON,28255,1,PETROL,990000,SUV
2020,Maruti,Vitara,29502,1,PETROL,747000,SUV
2016,Maruti,Vitara,96069,1,DIESEL,642000,SUV
2020,Hyundai,Creta,71723,1,PETROL,1113000,SUV
2021,Maruti,Vitara,24808,1,PETROL,919000,SUV
2021,Skoda,KUSHAQ,21150,1,PETROL,1124000,SUV
2021,Hyundai,VENUE,13241,1,PETROL,1187000,SUV
2019,Maruti,Vitara,45739,1,DIESEL,822650,SUV
2017,Maruti,Vitara,83152,1,DIESEL,759000,SUV
2016,Maruti,VITARA,96584,1,DIESEL,622000,SUV
2013,MAHINDRA,BOLERO,83078,2,DIESEL,445000,SUV
2016,Mahindra,TUV300,93473,1,DIESEL,511000,SUV
2017,MAHINDRA,THAR,59796,1,DIESEL,663000,SUV
2022,Tata,PUNCH,8875,1,PETROL,752000,SUV
2019,Mahindra,XUV500,29847,2,DIESEL,1396000,SUV
2017,Maruti,Vitara,77501,1,DIESEL,735000,SUV
2022,Maruti,VITARA,22783,2,PETROL,939000,SUV
2015,Honda,Amaze,94896,1,PETROL,370000,Sedan
2010,HONDA,CITY,75355,1,PETROL,252000,Sedan
2018,Tata,TIGOR,12503,1,PETROL,471000,Sedan
2016,Honda,Amaze,76983,1,PETROL,446000,Sedan
2021,HONDA,CITY,3643,2,PETROL,900000,Sedan
2017,NISSAN,SUNNY,121911,1,DIESEL,408000,Sedan
2016,Maruti,Ciaz,64998,1,DIESEL,586000,Sedan
2021,Hyundai,AURA,24628,1,PETROL,893000,Sedan
2018,Maruti,Dzire,57129,1,DIESEL,615000,Sedan
2016,TOYOTA,ETIOS,74075,2,DIESEL,454000,Sedan
2018,Maruti,Dzire,49627,1,DIESEL,677000,Sedan
2015,Maruti,Ciaz,51964,2,DIESEL,512000,Sedan
2017,Hyundai,Verna,98990,1,DIESEL,884000,Sedan
2017,Maruti,Dzire,72173,1,PETROL,567000,Sedan
2019,Volkswagen,Ameo,42423,1,PETROL,583000,Sedan
2019,Honda,Amaze,83208,2,PETROL,616000,Sedan
2017,TOYOTA,COROLLA,49543,1,PETROL,1053000,Sedan
2019,Volkswagen,Vento,41456,1,DIESEL,927000,Sedan
2015,Maruti,Ciaz,22642,1,PETROL,593000,Sedan
2021,Toyota,YARIS,36453,1,PETROL,1058000,Sedan
2020,Tata,TIGOR,13958,1,PETROL,596000,Sedan
2022,Tata,TIGOR,26757,1,CNG,829000,Sedan
2020,Volkswagen,Vento,8896,1,PETROL,841000,Sedan
2018,Maruti,Dzire,28197,1,PETROL,607000,Sedan
2018,Maruti,DZIRE,44007,1,PETROL,682000,Sedan
2022,Honda,Amaze,15816,1,PETROL,855000,Sedan
2018,Maruti,Ciaz,42437,2,PETROL,677000,Sedan
2020,Maruti,Dzire,17445,1,PETROL,690000,Sedan
2019,TOYOTA,YARIS,30460,1,PETROL,762000,Sedan
2021,Skoda,Rapid,14335,1,PETROL,1245000,Sedan
2019,Honda,Amaze,26011,1,PETROL,703000,Sedan
2019,Maruti,Dzire,41921,1,PETROL,650000,Sedan
2014,Maruti,SWIFT,68231,1,DIESEL,477000,Sedan
2021,HYUNDAI,AURA,24934,1,PETROL,737000,Sedan
2018,Maruti,CIAZ,31670,1,PETROL,811000,Sedan
2018,Toyota,YARIS,18326,1,PETROL,821000,Sedan
2020,Hyundai,Verna,18055,1,PETROL,1034000,Sedan
2018,Toyota,YARIS,90478,1,PETROL,730000,Sedan
2020,TOYOTA,YARIS,36647,2,PETROL,813000,Sedan
2014,Maruti,SWIFT,56357,1,DIESEL,451000,Sedan
2018,Toyota,YARIS,31428,2,PETROL,907000,Sedan
2019,HONDA,AMAZE,46688,1,PETROL,727000,Sedan
2021,Hyundai,AURA,14792,1,PETROL,745000,Sedan
2020,Toyota,YARIS,38874,1,PETROL,882000,Sedan
2018,Maruti,CIAZ,80010,2,PETROL,750000,Sedan
2019,Maruti,CIAZ,59015,1,PETROL,1044000,Sedan
2018,Honda,City,53887,1,PETROL,858000,Sedan
2017,Maruti,Ciaz,74813,1,DIESEL,587000,Sedan
2016,Maruti,Swift,68917,1,DIESEL,477000,Sedan
2018,Maruti,IGNIS,38184,2,CNG,587000,Hatchback
2020,Renault,Kwid,33694,1,PETROL,327000,Hatchback
2020,TATA,ALTROZ,16180,1,PETROL,614000,Hatchback
2011,Hyundai,i20,94776,2,PETROL,257000,Hatchback
2016,Maruti,Alto,62909,1,PETROL,289000,Hatchback
2020,Tata,Tiago,29928,1,PETROL,484000,Hatchback
2014,HYUNDAI,GRAND,88303,1,PETROL,405000,Hatchback
2020,Volkswagen,Polo,45322,1,PETROL,566000,Hatchback
2018,Maruti,Swift,92301,1,PETROL,556000,Hatchback
2020,Maruti,Alto,61703,1,PETROL,372000,Hatchback
2015,Maruti,Swift,87226,1,DIESEL,398000,Hatchback
2015,Maruti,Celerio,83175,1,PETROL,335000,Hatchback
2018,Maruti,Swift,57086,1,PETROL,586000,Hatchback
2017,Maruti,Swift,66709,1,PETROL,522000,Hatchback
2020,Maruti,S,57927,1,PETROL,373000,Hatchback
2017,Maruti,Swift,75176,1,DIESEL,517000,Hatchback
2014,Maruti,Swift,77314,1,DIESEL,403000,Hatchback
2022,Hyundai,NEW,8096,1,PETROL,792000,Hatchback
2017,Maruti,ALTO,43117,2,PETROL,367000,Hatchback
2015,Honda,Brio,63269,1,PETROL,320000,Hatchback
2021,Maruti,Baleno,18687,1,PETROL,648000,Hatchback
2016,Maruti,Baleno,76781,1,PETROL,584000,Hatchback
2013,Maruti,Alto,48709,1,PETROL,253000,Hatchback
2021,Maruti,Swift,25950,1,PETROL,640000,Hatchback
2020,Maruti,New,47781,1,CNG,530000,Hatchback
2020,Maruti,Alto,28952,1,PETROL,388000,Hatchback
2022,Hyundai,NEW,8934,1,PETROL,581000,Hatchback
2021,Maruti,BALENO,27265,1,PETROL,716000,Hatchback
2020,Maruti,Baleno,61578,1,PETROL,665000,Hatchback
2021,Hyundai,NEW,16659,1,PETROL,814000,Hatchback
2019,Hyundai,NEW,22281,1,PETROL,497000,Hatchback
2014,Maruti,SWIFT,78352,2,DIESEL,384000,Hatchback
2016,Maruti,Alto,59649,1,PETROL,355000,Hatchback
2019,HYUNDAI,GRAND,8484,1,PETROL,535000,Hatchback
2017,Maruti,Swift,83340,1,DIESEL,484000,Hatchback
2019,Hyundai,Elite,39839,1,PETROL,845000,Hatchback
2015,Maruti,Baleno,92172,1,DIESEL,475000,Hatchback
2020,Hyundai,GRAND,34044,1,PETROL,604000,Hatchback
2021,Maruti,Baleno,39201,1,PETROL,643000,Hatchback
2022,Maruti,Alto,34609,1,CNG,475000,Hatchback
2019,Maruti,Swift,63868,1,PETROL,511000,Hatchback
2016,HONDA,BRIO,27699,1,PETROL,498750,Hatchback
2017,Maruti,Baleno,76594,1,PETROL,559000,Hatchback
2021,Maruti,Alto,18043,2,PETROL,366000,Hatchback
2022,Maruti,CELERIO,3420,1,PETROL,617000,Hatchback
2021,Maruti,New,26440,1,CNG,586000,Hatchback
2015,Maruti,Swift,46436,1,PETROL,456000,Hatchback
2019,Hyundai,NEW,57062,1,PETROL,455675,Hatchback
2020,Hyundai,GRAND,33659,1,PETROL,604000,Hatchback
2018,Maruti,Swift,37694,1,PETROL,597000,Hatchback
2018,Maruti,Swift,38132,1,PETROL,637000,Hatchback
2022,Hyundai,GRAND,49399,1,CNG,756000,Hatchback
2020,Maruti,New,22750,1,PETROL,614000,Hatchback
2022,Hyundai,NEW,3701,1,DIESEL,1091000,Hatchback
2014,Maruti,Swift,43342,2,DIESEL,441000,Hatchback
2021,Tata,ALTROZ,40007,1,DIESEL,824000,Hatchback
2021,Maruti,Celerio,17759,1,PETROL,625000,Hatchback
2019,Toyota,Glanza,25313,1,PETROL,826000,Hatchback
2019,Maruti,ALTO,49111,1,PETROL,380000,Hatchback
2022,Maruti,Alto,11614,1,PETROL,404000,Hatchback
2018,Maruti,Celerio,43070,2,PETROL,503000,Hatchback
2022,Maruti,New,33687,1,CNG,609000,Hatchback
2021,Maruti,Swift,23582,1,PETROL,618000,Hatchback
2019,HYUNDAI,NEW,36115,1,PETROL,472000,Hatchback
2017,Hyundai,Grand,63628,1,PETROL,509000,Hatchback
2016,Maruti,Alto,34131,1,PETROL,332000,Hatchback
2018,Maruti,Alto,53237,1,PETROL,368000,Hatchback
2016,Maruti,SWIFT,42885,2,DIESEL,463000,Hatchback
2019,Maruti,ALTO,70106,2,PETROL,359000,Hatchback
2018,FORD,FREESTYLE,96099,1,PETROL,489000,Hatchback
2018,Maruti,Swift,72228,2,PETROL,548000,Hatchback
2019,Maruti,Alto,20494,1,PETROL,376000,Hatchback
2019,Maruti,Alto,51290,1,PETROL,358000,Hatchback
2019,Maruti,Swift,51622,1,PETROL,571000,Hatchback
2017,Maruti,Alto,74155,2,PETROL,347000,Hatchback
2021,Maruti,S,48877,1,CNG,500000,Hatchback
2021,Maruti,New,43390,1,CNG,616000,Hatchback
2019,Maruti,Alto,27760,1,PETROL,361000,Hatchback
2020,Maruti,Alto,25233,1,PETROL,360000,Hatchback
2017,Maruti,Alto,48220,1,PETROL,372000,Hatchback
2019,Maruti,ALTO,53795,1,PETROL,387000,Hatchback
2022,Hyundai,GRAND,10240,1,PETROL,644000,Hatchback
2018,Maruti,Swift,27468,1,DIESEL,662000,Hatchback
2013,Maruti,Swift,72437,1,PETROL,392000,Hatchback
2018,Maruti,Alto,26158,1,PETROL,343000,Hatchback
2017,Maruti,Alto,43162,2,PETROL,339000,Hatchback
2020,Hyundai,Elite,29678,2,PETROL,715000,Hatchback
2016,Maruti,ALTO,39025,2,PETROL,325000,Hatchback
2018,Maruti,Alto,54345,1,PETROL,396000,Hatchback
2018,Maruti,Alto,15793,1,PETROL,343000,Hatchback
2019,HYUNDAI,NEW,30841,1,CNG,513000,Hatchback
2019,Hyundai,Grand,21682,1,PETROL,571000,Hatchback
2020,Hyundai,NEW,15578,2,PETROL,469000,Hatchback
2017,Maruti,Swift,36043,1,PETROL,547000,Hatchback
2020,Maruti,Alto,22570,1,PETROL,425000,Hatchback
2015,Maruti,Baleno,52288,1,DIESEL,440000,Hatchback
2021,Maruti,BALENO,21948,1,PETROL,705000,Hatchback
2019,Maruti,SWIFT,39548,1,PETROL,614000,Hatchback
2019,Maruti,Alto,23888,1,PETROL,391000,Hatchback
2018,Maruti,BALENO,44491,2,PETROL,625000,Hatchback
2019,Maruti,ALTO,83611,1,PETROL,390000,Hatchback
2020,Maruti,Alto,8142,2,PETROL,383000,Hatchback
2021,Maruti,S,16563,1,PETROL,490000,Hatchback
2019,Maruti,Celerio,50867,1,PETROL,495000,Hatchback
2019,Maruti,Swift,50070,1,PETROL,614000,Hatchback
2018,Maruti,Celerio,65959,1,PETROL,435000,Hatchback
2018,Maruti,Alto,27575,2,PETROL,323000,Hatchback
2018,Maruti,ALTO,56156,1,PETROL,387000,Hatchback
2021,Hyundai,GRAND,18237,1,PETROL,596000,Hatchback
2021,Maruti,S,34169,1,PETROL,487000,Hatchback
2022,Maruti,S,16500,1,PETROL,581000,Hatchback
2020,TATA,TIAGO,18420,1,PETROL,732000,Hatchback
2022,Tata,ALTROZ,11814,1,PETROL,828000,Hatchback
2017,Hyundai,Grand,45074,1,PETROL,534000,Hatchback
2021,Maruti,Swift,9460,1,PETROL,811000,Hatchback
2021,Hyundai,NEW,9377,1,PETROL,1124000,Hatchback
2019,Maruti,BALENO,59804,1,PETROL,659000,Hatchback
2021,Maruti,ALTO,4829,1,PETROL,396000,Hatchback
2019,Hyundai,NEW,16939,2,PETROL,490000,Hatchback
2020,Maruti,Alto,17083,1,PETROL,392000,Hatchback
2016,Maruti,Alto,39098,1,PETROL,338000,Hatchback
2018,Maruti,Alto,51272,1,PETROL,328000,Hatchback
2018,Maruti,Alto,90092,1,PETROL,377000,Hatchback
2021,Hyundai,GRAND,11713,1,PETROL,621000,Hatchback
2020,Maruti,S,39859,1,PETROL,435000,Hatchback
2021,Maruti,S,13886,1,PETROL,490000,Hatchback
2018,HYUNDAI,NEW,30889,1,PETROL,489000,Hatchback
2014,Maruti,Alto,66329,1,PETROL,268000,Hatchback
2013,Maruti,Swift,91084,1,PETROL,332000,Hatchback
2011,Hyundai,i10,46659,2,PETROL,212000,Hatchback
2020,Renault,Kwid,41688,1,PETROL,389000,Hatchback
2022,Hyundai,NEW,27953,1,PETROL,683000,Hatchback
2013,Maruti,SWIFT,67908,1,PETROL,348000,Hatchback
2018,Hyundai,Grand,85588,1,PETROL,430000,Hatchback
2017,Maruti,Baleno,76820,1,DIESEL,511000,Hatchback
2013,Maruti,Alto,37932,2,PETROL,264000,Hatchback
2013,Maruti,Swift,78169,1,PETROL,374000,Hatchback
2017,Maruti,Baleno,26422,1,PETROL,513000,Hatchback
2017,Maruti,Celerio,28188,1,PETROL,465000,Hatchback
2018,Tata,Tiago,22302,2,PETROL,372000,Hatchback
2015,Maruti,Alto,70917,1,PETROL,300000,Hatchback
2022,Maruti,New,2010,1,CNG,636000,Hatchback
2021,Maruti,S,24608,1,PETROL,470000,Hatchback
2020,Maruti,Eeco,67679,1,PETROL,438000,SUV
2016,Maruti,Vitara,78466,1,DIESEL,755000,SUV
2018,Maruti,Eeco,90031,1,PETROL,428000,SUV
2020,Maruti,EECO,33278,1,PETROL,412000,SUV
2017,HYUNDAI,CRETA,79634,1,PETROL,992000,SUV
2021,Hyundai,VENUE,5436,1,PETROL,806000,SUV
2021,TATA,Harrier,31529,1,DIESEL,1480000,SUV
2020,KIA,SELTOS,96537,2,PETROL,990000,SUV
2020,Maruti,S,23634,1,PETROL,1029000,SUV
2021,Mahindra,XUV500,22865,1,DIESEL,1434000,SUV
2017,Mahindra,XUV500,79282,2,DIESEL,1080000,SUV
2017,Renault,Duster,73748,1,PETROL,569000,SUV
2021,Tata,NEXON,3948,1,PETROL,1000000,SUV
2021,Mahindra,Thar,10843,1,PETROL,1480000,SUV
2016,Jeep,GRAND,91825,1,DIESEL,2824000,SUV
2017,Maruti,Vitara,70483,1,DIESEL,748000,SUV
2018,Honda,WR-V,90148,1,PETROL,729000,SUV
2017,Ford,Ecosport,79668,1,DIESEL,668000,SUV
2018,Ford,Ecosport,73699,1,PETROL,738000,SUV
2020,Maruti,S,36468,1,PETROL,1085000,SUV
2022,Tata,PUNCH,8001,1,PETROL,902000,SUV
2020,Maruti,S,30385,1,PETROL,905000,SUV
2021,MAHINDRA,THAR,7405,1,PETROL,1426000,SUV
2020,Maruti,S,55419,1,PETROL,1036000,SUV
2020,FORD,ECOSPORT,73659,1,DIESEL,872000,SUV
2019,Hyundai,VENUE,39413,1,PETROL,999000,SUV
2020,Hyundai,VENUE,26640,1,PETROL,1037000,SUV
2019,Hyundai,VENUE,82403,1,PETROL,962000,SUV
2021,Mahindra,XUV500,13597,1,DIESEL,1863000,SUV
2018,FORD,ECOSPORT,39722,3RD OWNER,PETROL,770000,SUV
2022,Tata,Harrier,35382,1,DIESEL,2027000,SUV
2019,FORD,ECOSPORT,28735,2,PETROL,851000,SUV
2019,Maruti,EECO,86434,1,PETROL,470000,SUV
2020,Maruti,S,6133,1,PETROL,1012000,SUV
2016,Hyundai,Creta,70257,1,PETROL,948000,SUV
2021,MAHINDRA,THAR,4051,1,PETROL,1481000,SUV
2017,Ford,Ecosport,89380,1,DIESEL,669000,SUV
2022,TATA,PUNCH,3750,1,PETROL,949000,SUV
2022,Tata,Safari,7623,1,DIESEL,2094000,SUV
2020,Tata,Harrier,35866,1,DIESEL,1864000,SUV
2021,Hyundai,VENUE,45930,1,PETROL,1008000,SUV
2022,Tata,Safari,15172,1,DIESEL,2071000,SUV
2022,Renault,TRIBER,2325,1,PETROL,827000,SUV
2021,Maruti,Ertiga,55099,1,CNG,1003000,SUV
2021,Maruti,Ertiga,59720,1,PETROL,1000000,SUV
2022,Hyundai,VENUE,26987,1,PETROL,840000,SUV
2020,Maruti,VITARA,38639,1,PETROL,776000,SUV
2018,Hyundai,Creta,100043,1,DIESEL,1090000,SUV
2021,Maruti,Vitara,27815,2,PETROL,855000,SUV
2022,Maruti,Eeco,5000,1,PETROL,561000,SUV
2021,MAHINDRA,THAR,5918,1,PETROL,1539000,SUV
2022,Tata,Safari,19760,1,DIESEL,1896000,SUV
2017,Ford,Ecosport,84568,1,DIESEL,650000,SUV
2022,RENAULT,Kiger,4301,1,PETROL,830000,SUV
2019,Tata,NEXON,101427,1,DIESEL,817000,SUV
2016,Maruti,Swift,69802,1,PETROL,509000,Sedan
2014,Maruti,Swift,83127,2,PETROL,447000,Sedan
2013,Honda,City,80342,2,PETROL,444000,Sedan
2019,Honda,Amaze,63872,2,PETROL,610000,Sedan
2013,Maruti,Swift,69224,1,DIESEL,407000,Sedan
2019,Maruti,Dzire,88585,1,CNG,614000,Sedan
2015,Toyota,Corolla,87209,1,PETROL,821000,Sedan
2018,Honda,City,67517,1,PETROL,755000,Sedan
2022,Volkswagen,Vento,4332,1,PETROL,1306000,Sedan
2015,Maruti,Ciaz,79125,1,PETROL,627000,Sedan
2017,Skoda,Rapid,36023,1,PETROL,833000,Sedan
2016,Maruti,Swift,73234,2,DIESEL,531000,Sedan
2015,Maruti,Ciaz,73980,2,PETROL,596000,Sedan
2016,Maruti,CIAZ,83796,1,DIESEL,548000,Sedan
2015,Volkswagen,Vento,65459,1,PETROL,613000,Sedan
2016,Volkswagen,Ameo,56952,1,PETROL,513000,Sedan
2014,Maruti,Ciaz,75312,2,PETROL,537000,Sedan
2016,Honda,Amaze,71392,1,PETROL,515000,Sedan
2019,HONDA,AMAZE,63920,1,DIESEL,810000,Sedan
2018,Maruti,Ciaz,28048,1,PETROL,864000,Sedan
2017,Honda,Amaze,25256,1,PETROL,568000,Sedan
2017,Maruti,Ciaz,82594,2,DIESEL,664000,Sedan
2017,HYUNDAI,NEW,85727,1,PETROL,938000,Sedan
2018,Honda,Amaze,54213,1,PETROL,620000,Sedan
2018,Maruti,CIAZ,43790,2,DIESEL,759000,Sedan
2014,HONDA,AMAZE,62844,2,PETROL,451000,Sedan
2016,Maruti,Ciaz,83056,2,DIESEL,531000,Sedan
2017,Honda,City,82158,1,PETROL,720000,Sedan
2018,HONDA,AMAZE,73724,1,PETROL,580000,Sedan
2020,Honda,City,39071,1,PETROL,890000,Sedan
2017,Maruti,CIAZ,79564,1,DIESEL,715000,Sedan
2016,Hyundai,Xcent,36275,1,PETROL,519000,Sedan
2019,Honda,Amaze,54034,1,PETROL,630000,Sedan
2021,Maruti,DZIRE,17426,2,PETROL,694000,Sedan
2020,Hyundai,AURA,30313,1,PETROL,769000,Sedan
2019,Hyundai,Xcent,35281,1,PETROL,569000,Sedan
2018,Honda,Amaze,50853,1,PETROL,555000,Sedan
2018,Maruti,CIAZ,36611,1,PETROL,794000,Sedan
2017,Maruti,Dzire,53425,2,PETROL,644000,Sedan
2021,Hyundai,AURA,7356,1,PETROL,755000,Sedan
2018,Toyota,YARIS,64638,1,PETROL,823000,Sedan
2015,Hyundai,Xcent,78876,2,PETROL,447000,Sedan
2014,Maruti,SWIFT,24047,1,PETROL,513000,Sedan
2016,Hyundai,Xcent,92098,1,PETROL,474000,Sedan
2017,Maruti,Dzire,97653,1,DIESEL,666000,Sedan
2014,Honda,Amaze,94539,1,PETROL,410000,Sedan
2017,Honda,City,40586,1,PETROL,872000,Sedan
2018,Honda,City,46442,1,PETROL,1050000,Sedan
2018,Honda,City,42410,1,PETROL,1106000,Sedan
2018,Maruti,CIAZ,59949,1,PETROL,705000,Sedan
2016,Maruti,Ciaz,54991,1,PETROL,620000,Sedan
2020,Maruti,Ciaz,24385,1,PETROL,807000,Sedan
2017,Honda,Amaze,33511,2,PETROL,521000,Sedan
2018,Hyundai,Xcent,50904,2,PETROL,529000,Sedan
2020,Volkswagen,Vento,69513,2,PETROL,852000,Sedan
2019,Honda,City,40917,1,PETROL,941000,Sedan
2020,Maruti,CIAZ,86290,1,PETROL,818000,Sedan
2018,Honda,Amaze,41319,1,PETROL,626000,Sedan
2019,Maruti,CIAZ,50335,1,PETROL,982000,Sedan
2018,Toyota,YARIS,32523,1,PETROL,924000,Sedan
2019,Maruti,Ciaz,58483,1,PETROL,867000,Sedan
2018,Hyundai,Xcent,71518,1,PETROL,533000,Sedan
